file_num	elab_line	worker_num	question	target_line	target
160	5	0	Do people agree about treatment methods to encourage gay children to become straight?	3	Some people believe treatment can change to whom a gay person is attracted
160	22	0	What did Christie say when asked about signing the bill?	21	Christie was asked about signing the bill
512	3	0	What is a union?	2	union will be the first of its kind
160	5	3	What is the argument about?	1	law to try to change children from gay to straight
160	22	3	How did Christie respond to questions?	21	was asked about signing the bill
512	3	3	What are unions?	2	first of its kind
512	57	0	What could happen as a result of the NLRB's decision?	56	decision by the NLRB
847	29	0	Why were the protesters so angry about Brown's death?	28	in anger over Brown's death
669	15	0	What is a petition?	14	petition
512	57	1	What can be the consequence of NLRB's decision on college sports?	56	decision by the NLRB
847	29	1	Why are there protests over Brown's death?	28	demonstrated in anger over Brown's death
669	15	1	What is a petition?	14	petition
512	57	3	What may be happening in college sports?	56	decision by the NLRB
847	29	3	Who wouldn't have been killed?	28	Brown
669	15	3	What is a petition?	14	change the new rules
201	14	0	What would happen to the forfeited gas?	13	would give up the gas.
201	18	0	Is their anything special about the opnion section of a newspaper?	17	opinion section
1175	10	0	What happened after Judge Granade made his order about gay marriage?	9	Granade ordered
201	14	5	What will happen to the has when Syria gives it up?	13	Syria would give up the gas
201	18	5	What is unique about the newspaper's opinion section?	17	newspaper's opinion section
1175	10	5	How did critics of gay marriage react to Granade's order to remove the state ban?	9	Granade ordered that the state ban on gay marriage be removed
201	14	1	What would be done with poison gas in Syria?	12	Syria's supply of poison gas
201	18	1	What is the position of opinion section in newspaper?	17	newspaper's opinion section
1175	10	1	What was the reaction to Judge Granade's order?	6	Judge Callie Granade struck down Alabama's gay marriage ban
1175	15	5	How did people in Alabama react to the news that Gay people may now get married?	14	Gay people in Alabama may now get married
1177	7	5	Where can Leonardo da Vinci's paintings be found?	5	Leonardo da Vinci was a famous Italian painter
245	1	5	Who are those affected by the battle between the Republican and Democrats?	0	Republican and Democrats are battling
1175	15	1	How was the news of gay marriage received by Alabama people?	14	Gay people in Alabama may now get married
1177	7	1	What happened to Leonardo da Vinci's paintings?	5	painter
245	1	1	Who is suffering from their battle?	0	battling
1175	15	3	What made some people in Alabama happy?	14	Gay people in Alabama may now get married.
1177	7	3	Where are most of Leonardo da Vinci's paintings?	5	famous Italian painter.
245	1	3	Who has been affected by fighting in the government?	0	Republican and Democrats are battling
245	7	0	Why are all the National Parks closed?	5	National Parks are shut
630	7	0	How does a typewriter work?	6	typewriter is a noisy machine
630	49	0	How are phones from the 1950s and 1960s different?	48	phones from the 1950s and 1960s
245	7	4	Why are all of these government services shut?	6	many other services run by the government
630	7	4	How does a typewriter work?	6	typewriter
630	49	4	What makes these phones unique?	48	phones from the 1950s and 1960s
245	7	1	Why are many services run by government shut?	6	services run by the government
630	7	1	How does typewriter work?	6	typewriter
630	49	1	What are phones from 1950s and 1960s like?	48	phones from the 1950s and 1960s
630	50	5	What happens when you spin the dials of the old telephones?	49	These old telephones have dials
980	40	5	Why do passengers feel weightless in space?	39	In space, passengers will feel weightless
832	14	5	What happens during the  contest for underwater robotics in Europe?	13	The contest
630	50	1	How do old telephones behave while being spun with fingers?	49	old telephones have dials that you have to spin with your fingers
980	40	1	Why would passengers feel weightless in space?	39	In space, passengers will feel weightless
832	14	1	Which country teams will compete in the contest?	13	contest
630	50	0	What is different about phones from the 1950s and 1960s?	48	phones from the 1950s and 1960s
980	40	0	Why will the passengers feel weightless in space?	39	passengers will feel weightless
832	14	0	Who is entered in the underwater robotics contest?	13	contest is the largest one
832	39	5	What happened as they beat high schoolers?	38	they started beating high schoolers
696	20	5	How will it work for every town to grow its own meat?	19	every town will grow its own meat
218	1	5	What can be seen nearby the volcano?	4	a volcano
832	39	0	What happened to the afterschool nerd club?	37	just an after-school neighborhood nerd club
696	20	0	Do the Dutch professors have any idea how to grow meat in tanks?	17	meat grown in huge tanks
218	1	0	What did the family build their shellfish hatchery near?	2	built a large shellfish hatchery here
832	39	1	How is the group doing now?	37	after-school neighborhood nerd club
696	20	1	Is that a feasible thing to do?	19	every town will grow its own meat
218	1	1	What lies near volcano?	4	volcano
83	54	5	Which people are the targets of the general educational development (GED)?	53	general educational development (GED)
666	10	5	Where there other times Obama spoke about recovering the young ladies aside on Tuesday?	9	The goal ''is to do everything we can to recover these young ladies,'' Obama said Tuesday
666	32	5	What sort of things from Western countries is Boko Haram against?	31	against anything that comes from Western countries
83	54	4	Who might pursue a GED?	53	GED
666	10	4	Where does Obama's talk about recovery fit within the overall timeline of his speaking about the event?	9	Obama said
666	32	4	What are some specific examples on the list of things they are against?	31	against
83	54	1	For whom is GED suitable?	53	general educational development (GED)
666	10	1	What were these comments of Obama about?	9	Obama said
666	32	1	Which western things is Boko Haram against?	31	against anything that comes from Western countries
666	55	1	What is Boko Haram planning to do with girls?	54	Boko Haram is responsible for kidnapping the girls
872	9	1	How can passenger pigeon be brought back after extinction?	8	bring back the passenger pigeon
872	11	1	How does DNA work?	10	DNA is a set of instructions
666	55	4	What is he going to do with them now that he has them?	54	kidnapping
872	9	4	What fact is fundamental to these scientists' goal?	8	bring back
872	11	4	How are the instructions expressed?	10	instructions
666	55	0	Why are the girls being kidnapped?	54	kidnapping the girls
872	9	0	Where would scientists get genes to recreate an animal?	12	If an animal's genes could be recreated
872	11	0	What kinds of instructions are in DNA?	10	DNA is a set of instructions
872	20	5	What work does Novak do?	22	Novak
90	27	5	Who did Mostafavi call for help concerning putting a stop to Walwar payments?	26	Mostafavi
90	31	5	Why did they choose to argue against the tradition at their mosques?	30	They agreed to argue against the tradition at their mosques
872	20	1	Who is working towards seeing passenger pigeons fly again?	19	passenger pigeons might be seen flying
90	27	1	Who can help end the walwar tradition?	26	walwar payments
90	31	1	Why is arguing about walwar in mosques important?	30	argue against the tradition at their mosques
872	20	0	Whose goal is to bring back the passenger pigeon?	21	His goal is to bring back the passenger pigeon
90	27	0	Does anyone disagree with allowing walwar?	25	allow it because it has been a part of Afghan tribal ways
90	31	0	Why are they going to use their mosques as places to argue against walwar?	30	argue against the tradition at their mosques.
